DeepFlavour;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.704, 0.7645, 359.873359127*(x-0.704)*(x-0.704)*(x-0.704)-41.0355367639*(x-0.704)*(x-0.704)+0.0*(x-0.704)+1.0734158754348755
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.7645, 0.8225, 104.31128361*(x-0.7645)*(x-0.7645)*(x-0.7645)-4.0609460567*(x-0.7645)*(x-0.7645)-1.0136205602*(x-0.7645)+1.0029077529907227
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.8225, 0.8785, 44.3320415002*(x-0.8225)*(x-0.8225)*(x-0.8225)+0.133080197834*(x-0.8225)*(x-0.8225)-0.431980828592*(x-0.8225)+0.950809121131897
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.8785, 0.931, -124.232839295*(x-0.8785)*(x-0.8785)*(x-0.8785)+9.78333609445*(x-0.8785)*(x-0.8785)+0.0*(x-0.8785)+0.9348209500312805
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.931, 0.983, 122.314560414*(x-0.931)*(x-0.931)*(x-0.931)-22.2816086262*(x-0.931)*(x-0.931)+0.0*(x-0.931)+0.9438093900680542
3, iterativefit, down_hfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.983, 1.1, 0.900758326054
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, -15, 0, 0.0
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0, 0.006, 0.690384030342
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.006, 0.017, -6596.99706894*(x-0.006)*(x-0.006)*(x-0.006)-310.264358596*(x-0.006)*(x-0.006)+27.9408265586*(x-0.006)+0.690384030342102
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.017, 0.0275, -54253.6321448*(x-0.017)*(x-0.017)*(x-0.017)+262.854348817*(x-0.017)*(x-0.017)+18.7203007334*(x-0.017)+0.9514105319976807
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.0275, 0.039, -11456.4279891*(x-0.0275)*(x-0.0275)*(x-0.0275)-76.1093661763*(x-0.0275)*(x-0.0275)+6.29585322672*(x-0.0275)+1.1141480207443237
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.039, 0.052, 39272.651273*(x-0.039)*(x-0.039)*(x-0.039)-765.816699824*(x-0.039)*(x-0.039)+0.0*(x-0.039)+1.159061074256897
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.052, 0.067, -10632.3383473*(x-0.052)*(x-0.052)*(x-0.052)+239.227612813*(x-0.052)*(x-0.052)+0.0*(x-0.052)+1.115920066833496
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.067, 0.084, 3706.86781666*(x-0.067)*(x-0.067)*(x-0.067)-94.5251293248*(x-0.067)*(x-0.067)+0.0*(x-0.067)+1.1338621377944946
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.084, 0.1085, -7676.45199322*(x-0.084)*(x-0.084)*(x-0.084)+322.301045773*(x-0.084)*(x-0.084)+0.0*(x-0.084)+1.1247562170028687
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.1085, 0.148, -456.094546464*(x-0.1085)*(x-0.1085)*(x-0.1085)+2.09473711732*(x-0.1085)*(x-0.1085)+1.96938031609*(x-0.1085)+1.2053265571594238
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.148, 0.2075, 147.979310915*(x-0.148)*(x-0.148)*(x-0.148)-13.2071534992*(x-0.148)*(x-0.148)+0.0*(x-0.148)+1.258276343345642
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.2075, 0.291, -49.8080972661*(x-0.2075)*(x-0.2075)*(x-0.2075)+6.23846418258*(x-0.2075)*(x-0.2075)+0.0*(x-0.2075)+1.2426908016204834
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.291, 0.6745, -0.32208074649*(x-0.291)*(x-0.291)*(x-0.291)+0.0*(x-0.291)*(x-0.291)+0.0*(x-0.291)+1.2571895122528076
3, iterativefit, down_hfstats2, 2, 0.0, 0.8, 20, 30, 0.6745, 1.1, 1.23902344704
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, -15, 0, 0.0
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0, 0.007, 0.742549836636
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.007, 0.02, -7939.95833119*(x-0.007)*(x-0.007)*(x-0.007)-256.224167408*(x-0.007)*(x-0.007)+24.2084049531*(x-0.007)+0.7425498366355896
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.02, 0.0325, -46199.2511982*(x-0.02)*(x-0.02)*(x-0.02)+325.395250901*(x-0.02)*(x-0.02)+13.5210177266*(x-0.02)+0.9965131282806396
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.0325, 0.047, 41.5211548753*(x-0.0325)*(x-0.0325)*(x-0.0325)-6.853669714*(x-0.0325)*(x-0.0325)+0.0*(x-0.0325)+1.1261359453201294
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.047, 0.064, 24709.6583257*(x-0.047)*(x-0.047)*(x-0.047)-625.020788681*(x-0.047)*(x-0.047)-0.172566953268*(x-0.047)+1.1248215436935425
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.064, 0.084, -5216.91261292*(x-0.064)*(x-0.064)*(x-0.064)+158.786797237*(x-0.064)*(x-0.064)+0.0*(x-0.064)+1.0626554489135742
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.084, 0.1095, -0.477558079656*(x-0.084)*(x-0.084)*(x-0.084)-1.76951289358*(x-0.084)*(x-0.084)+0.0911767539963*(x-0.084)+1.0844348669052124
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.1095, 0.144, 240.778551231*(x-0.1095)*(x-0.1095)*(x-0.1095)-17.6907669069*(x-0.1095)*(x-0.1095)+0.0*(x-0.1095)+1.0856013298034668
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.144, 0.191, -68.4856115108*(x-0.144)*(x-0.144)*(x-0.144)+2.10029796471*(x-0.144)*(x-0.144)-0.360902904769*(x-0.144)+1.074432134628296
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.191, 0.256, 501.618566336*(x-0.191)*(x-0.191)*(x-0.191)-44.1591252672*(x-0.191)*(x-0.191)-0.617329043568*(x-0.191)+1.0549988746643066
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.256, 0.359, -26.5994769106*(x-0.256)*(x-0.256)*(x-0.256)+4.10961918269*(x-0.256)*(x-0.256)+0.0*(x-0.256)+0.9660571813583374
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.359, 0.717, -0.360938967871*(x-0.359)*(x-0.359)*(x-0.359)-0.662320547493*(x-0.359)*(x-0.359)+0.0*(x-0.359)+0.9805901646614075
3, iterativefit, down_hfstats2, 2, 0.8, 1.6, 20, 30, 0.717, 1.1, 0.8791436553
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, -15, 0, 0.0
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0, 0.0085, 0.82224303484
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.0085, 0.0245, -20145.416833*(x-0.0085)*(x-0.0085)*(x-0.0085)-73.7307119669*(x-0.0085)*(x-0.0085)+20.4602945596*(x-0.0085)+0.8222430348396301
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.0245, 0.0405, -1054.09713275*(x-0.0245)*(x-0.0245)*(x-0.0245)-56.8651578429*(x-0.0245)*(x-0.0245)+2.62923164892*(x-0.0245)+1.0482170581817627
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.0405, 0.0585, 5118.04309702*(x-0.0405)*(x-0.0405)*(x-0.0405)-199.944795056*(x-0.0405)*(x-0.0405)+0.0*(x-0.0405)+1.0714097023010254
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.0585, 0.0795, 3027.75490734*(x-0.0585)*(x-0.0585)*(x-0.0585)-82.741006573*(x-0.0585)*(x-0.0585)-2.22327473172*(x-0.0585)+1.0364760160446167
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.0795, 0.105, 1172.23947791*(x-0.0795)*(x-0.0795)*(x-0.0795)-11.6484097284*(x-0.0795)*(x-0.0795)-1.69267726539*(x-0.0795)+0.9813385009765625
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.105, 0.137, -44.6292187536*(x-0.105)*(x-0.105)*(x-0.105)+5.9221156686*(x-0.105)*(x-0.105)+0.0*(x-0.105)+0.9500381946563721
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.137, 0.1785, -955.383888461*(x-0.137)*(x-0.137)*(x-0.137)+56.558015216*(x-0.137)*(x-0.137)+0.241914442779*(x-0.137)+0.9546400308609009
3, iterativefit, down_hfstats2, 2, 1.6, 2.5, 20, 30, 0.1785, 0.2345, 245.001644939*(x-0.1785)*(x-0.1785)*(x-0.1785)-20.5801381749*(x-0.1785)*(x-0.1785)+0.0*(x-0.1785)+0.993802011013031
